ID,Model,BoxInclusion,MaskInclusion,NumberOfPOIs,POIPlacementAlgorithm,PerimeterBuffer,BoundingBoxDistortion,MaskDistortion
2564,YOLOv8 XL,False,True,6,Voronoi,10%,N/A,100%
2565,YOLOv8 XL,False,True,6,Voronoi,10%,N/A,110%
2566,YOLOv8 XL,False,True,6,Voronoi,15%,N/A,90%
2567,YOLOv8 XL,False,True,6,Voronoi,15%,N/A,100%
2568,YOLOv8 XL,False,True,6,Voronoi,15%,N/A,110%
2569,YOLOv8 XL,False,True,7,Random,0%,N/A,90%
2570,YOLOv8 XL,False,True,7,Random,0%,N/A,100%
2571,YOLOv8 XL,False,True,7,Random,0%,N/A,110%
2572,YOLOv8 XL,False,True,7,Random,5%,N/A,90%
2573,YOLOv8 XL,False,True,7,Random,5%,N/A,100%
2574,YOLOv8 XL,False,True,7,Random,5%,N/A,110%
2575,YOLOv8 XL,False,True,7,Random,10%,N/A,90%
2576,YOLOv8 XL,False,True,7,Random,10%,N/A,100%
2577,YOLOv8 XL,False,True,7,Random,10%,N/A,110%
2578,YOLOv8 XL,False,True,7,Random,15%,N/A,90%
2579,YOLOv8 XL,False,True,7,Random,15%,N/A,100%
2580,YOLOv8 XL,False,True,7,Random,15%,N/A,110%
2581,YOLOv8 XL,False,True,7,Distance Max,0%,N/A,90%
2582,YOLOv8 XL,False,True,7,Distance Max,0%,N/A,100%
2583,YOLOv8 XL,False,True,7,Distance Max,0%,N/A,110%
2584,YOLOv8 XL,False,True,7,Distance Max,5%,N/A,90%
2585,YOLOv8 XL,False,True,7,Distance Max,5%,N/A,100%
2586,YOLOv8 XL,False,True,7,Distance Max,5%,N/A,110%
2587,YOLOv8 XL,False,True,7,Distance Max,10%,N/A,90%
2588,YOLOv8 XL,False,True,7,Distance Max,10%,N/A,100%
2589,YOLOv8 XL,False,True,7,Distance Max,10%,N/A,110%
2590,YOLOv8 XL,False,True,7,Distance Max,15%,N/A,90%
2591,YOLOv8 XL,False,True,7,Distance Max,15%,N/A,100%
2592,YOLOv8 XL,False,True,7,Distance Max,15%,N/A,110%
2593,YOLOv8 XL,False,True,7,Voronoi,0%,N/A,90%
2594,YOLOv8 XL,False,True,7,Voronoi,0%,N/A,100%
2595,YOLOv8 XL,False,True,7,Voronoi,0%,N/A,110%
2596,YOLOv8 XL,False,True,7,Voronoi,5%,N/A,90%
2597,YOLOv8 XL,False,True,7,Voronoi,5%,N/A,100%
2598,YOLOv8 XL,False,True,7,Voronoi,5%,N/A,110%
2599,YOLOv8 XL,False,True,7,Voronoi,10%,N/A,90%
2600,YOLOv8 XL,False,True,7,Voronoi,10%,N/A,100%
2601,YOLOv8 XL,False,True,7,Voronoi,10%,N/A,110%
2602,YOLOv8 XL,False,True,7,Voronoi,15%,N/A,90%
2603,YOLOv8 XL,False,True,7,Voronoi,15%,N/A,100%
2604,YOLOv8 XL,False,True,7,Voronoi,15%,N/A,110%
2605,YOLOv8 XL,False,False,1,Random,0%,N/A,N/A
2606,YOLOv8 XL,False,False,1,Random,5%,N/A,N/A
2607,YOLOv8 XL,False,False,1,Random,10%,N/A,N/A
2608,YOLOv8 XL,False,False,1,Random,15%,N/A,N/A
2609,YOLOv8 XL,False,False,1,Distance Max,0%,N/A,N/A
2610,YOLOv8 XL,False,False,1,Distance Max,5%,N/A,N/A
2611,YOLOv8 XL,False,False,1,Distance Max,10%,N/A,N/A
2612,YOLOv8 XL,False,False,1,Distance Max,15%,N/A,N/A
2613,YOLOv8 XL,False,False,1,Voronoi,0%,N/A,N/A
2614,YOLOv8 XL,False,False,1,Voronoi,5%,N/A,N/A
2615,YOLOv8 XL,False,False,1,Voronoi,10%,N/A,N/A
2616,YOLOv8 XL,False,False,1,Voronoi,15%,N/A,N/A
2617,YOLOv8 XL,False,False,2,Random,0%,N/A,N/A
2618,YOLOv8 XL,False,False,2,Random,5%,N/A,N/A
2619,YOLOv8 XL,False,False,2,Random,10%,N/A,N/A
2620,YOLOv8 XL,False,False,2,Random,15%,N/A,N/A
2621,YOLOv8 XL,False,False,2,Distance Max,0%,N/A,N/A
2622,YOLOv8 XL,False,False,2,Distance Max,5%,N/A,N/A
2623,YOLOv8 XL,False,False,2,Distance Max,10%,N/A,N/A
2624,YOLOv8 XL,False,False,2,Distance Max,15%,N/A,N/A
2625,YOLOv8 XL,False,False,2,Voronoi,0%,N/A,N/A
2626,YOLOv8 XL,False,False,2,Voronoi,5%,N/A,N/A
2627,YOLOv8 XL,False,False,2,Voronoi,10%,N/A,N/A
2628,YOLOv8 XL,False,False,2,Voronoi,15%,N/A,N/A
2629,YOLOv8 XL,False,False,3,Random,0%,N/A,N/A
2630,YOLOv8 XL,False,False,3,Random,5%,N/A,N/A
2631,YOLOv8 XL,False,False,3,Random,10%,N/A,N/A
2632,YOLOv8 XL,False,False,3,Random,15%,N/A,N/A
2633,YOLOv8 XL,False,False,3,Distance Max,0%,N/A,N/A
2634,YOLOv8 XL,False,False,3,Distance Max,5%,N/A,N/A
2635,YOLOv8 XL,False,False,3,Distance Max,10%,N/A,N/A
2636,YOLOv8 XL,False,False,3,Distance Max,15%,N/A,N/A
2637,YOLOv8 XL,False,False,3,Voronoi,0%,N/A,N/A
2638,YOLOv8 XL,False,False,3,Voronoi,5%,N/A,N/A
2639,YOLOv8 XL,False,False,3,Voronoi,10%,N/A,N/A
2640,YOLOv8 XL,False,False,3,Voronoi,15%,N/A,N/A
2641,YOLOv8 XL,False,False,4,Random,0%,N/A,N/A
2642,YOLOv8 XL,False,False,4,Random,5%,N/A,N/A
2643,YOLOv8 XL,False,False,4,Random,10%,N/A,N/A
2644,YOLOv8 XL,False,False,4,Random,15%,N/A,N/A
2645,YOLOv8 XL,False,False,4,Distance Max,0%,N/A,N/A
2646,YOLOv8 XL,False,False,4,Distance Max,5%,N/A,N/A
2647,YOLOv8 XL,False,False,4,Distance Max,10%,N/A,N/A
2648,YOLOv8 XL,False,False,4,Distance Max,15%,N/A,N/A
2649,YOLOv8 XL,False,False,4,Voronoi,0%,N/A,N/A
2650,YOLOv8 XL,False,False,4,Voronoi,5%,N/A,N/A
2651,YOLOv8 XL,False,False,4,Voronoi,10%,N/A,N/A
2652,YOLOv8 XL,False,False,4,Voronoi,15%,N/A,N/A
2653,YOLOv8 XL,False,False,5,Random,0%,N/A,N/A
2654,YOLOv8 XL,False,False,5,Random,5%,N/A,N/A
2655,YOLOv8 XL,False,False,5,Random,10%,N/A,N/A
2656,YOLOv8 XL,False,False,5,Random,15%,N/A,N/A
2657,YOLOv8 XL,False,False,5,Distance Max,0%,N/A,N/A
2658,YOLOv8 XL,False,False,5,Distance Max,5%,N/A,N/A
2659,YOLOv8 XL,False,False,5,Distance Max,10%,N/A,N/A
2660,YOLOv8 XL,False,False,5,Distance Max,15%,N/A,N/A
2661,YOLOv8 XL,False,False,5,Voronoi,0%,N/A,N/A
2662,YOLOv8 XL,False,False,5,Voronoi,5%,N/A,N/A
2663,YOLOv8 XL,False,False,5,Voronoi,10%,N/A,N/A
2664,YOLOv8 XL,False,False,5,Voronoi,15%,N/A,N/A
2665,YOLOv8 XL,False,False,6,Random,0%,N/A,N/A
2666,YOLOv8 XL,False,False,6,Random,5%,N/A,N/A
2667,YOLOv8 XL,False,False,6,Random,10%,N/A,N/A
2668,YOLOv8 XL,False,False,6,Random,15%,N/A,N/A
2669,YOLOv8 XL,False,False,6,Distance Max,0%,N/A,N/A
2670,YOLOv8 XL,False,False,6,Distance Max,5%,N/A,N/A
2671,YOLOv8 XL,False,False,6,Distance Max,10%,N/A,N/A
2672,YOLOv8 XL,False,False,6,Distance Max,15%,N/A,N/A
2673,YOLOv8 XL,False,False,6,Voronoi,0%,N/A,N/A
2674,YOLOv8 XL,False,False,6,Voronoi,5%,N/A,N/A
2675,YOLOv8 XL,False,False,6,Voronoi,10%,N/A,N/A
2676,YOLOv8 XL,False,False,6,Voronoi,15%,N/A,N/A
2677,YOLOv8 XL,False,False,7,Random,0%,N/A,N/A
2678,YOLOv8 XL,False,False,7,Random,5%,N/A,N/A
2679,YOLOv8 XL,False,False,7,Random,10%,N/A,N/A
2680,YOLOv8 XL,False,False,7,Random,15%,N/A,N/A
2681,YOLOv8 XL,False,False,7,Distance Max,0%,N/A,N/A
2682,YOLOv8 XL,False,False,7,Distance Max,5%,N/A,N/A
2683,YOLOv8 XL,False,False,7,Distance Max,10%,N/A,N/A
2684,YOLOv8 XL,False,False,7,Distance Max,15%,N/A,N/A
2685,YOLOv8 XL,False,False,7,Voronoi,0%,N/A,N/A
2686,YOLOv8 XL,False,False,7,Voronoi,5%,N/A,N/A
2687,YOLOv8 XL,False,False,7,Voronoi,10%,N/A,N/A
2688,YOLOv8 XL,False,False,7,Voronoi,15%,N/A,N/A
2689,Mask R-CNN,True,True,1,Random,0%,90%,90%
2690,Mask R-CNN,True,True,1,Random,0%,90%,100%
2691,Mask R-CNN,True,True,1,Random,0%,90%,110%
2692,Mask R-CNN,True,True,1,Random,0%,100%,90%
2693,Mask R-CNN,True,True,1,Random,0%,100%,100%
2694,Mask R-CNN,True,True,1,Random,0%,100%,110%
2695,Mask R-CNN,True,True,1,Random,0%,110%,90%
2696,Mask R-CNN,True,True,1,Random,0%,110%,100%
2697,Mask R-CNN,True,True,1,Random,0%,110%,110%
2698,Mask R-CNN,True,True,1,Random,5%,90%,90%
2699,Mask R-CNN,True,True,1,Random,5%,90%,100%
2700,Mask R-CNN,True,True,1,Random,5%,90%,110%
2701,Mask R-CNN,True,True,1,Random,5%,100%,90%
2702,Mask R-CNN,True,True,1,Random,5%,100%,100%
2703,Mask R-CNN,True,True,1,Random,5%,100%,110%
2704,Mask R-CNN,True,True,1,Random,5%,110%,90%
2705,Mask R-CNN,True,True,1,Random,5%,110%,100%
2706,Mask R-CNN,True,True,1,Random,5%,110%,110%
2707,Mask R-CNN,True,True,1,Random,10%,90%,90%
2708,Mask R-CNN,True,True,1,Random,10%,90%,100%
2709,Mask R-CNN,True,True,1,Random,10%,90%,110%
2710,Mask R-CNN,True,True,1,Random,10%,100%,90%
2711,Mask R-CNN,True,True,1,Random,10%,100%,100%
2712,Mask R-CNN,True,True,1,Random,10%,100%,110%
2713,Mask R-CNN,True,True,1,Random,10%,110%,90%
2714,Mask R-CNN,True,True,1,Random,10%,110%,100%
2715,Mask R-CNN,True,True,1,Random,10%,110%,110%
2716,Mask R-CNN,True,True,1,Random,15%,90%,90%
2717,Mask R-CNN,True,True,1,Random,15%,90%,100%
2718,Mask R-CNN,True,True,1,Random,15%,90%,110%
2719,Mask R-CNN,True,True,1,Random,15%,100%,90%
2720,Mask R-CNN,True,True,1,Random,15%,100%,100%
2721,Mask R-CNN,True,True,1,Random,15%,100%,110%
2722,Mask R-CNN,True,True,1,Random,15%,110%,90%
2723,Mask R-CNN,True,True,1,Random,15%,110%,100%
2724,Mask R-CNN,True,True,1,Random,15%,110%,110%
2725,Mask R-CNN,True,True,1,Distance Max,0%,90%,90%
2726,Mask R-CNN,True,True,1,Distance Max,0%,90%,100%
2727,Mask R-CNN,True,True,1,Distance Max,0%,90%,110%
2728,Mask R-CNN,True,True,1,Distance Max,0%,100%,90%
2729,Mask R-CNN,True,True,1,Distance Max,0%,100%,100%
2730,Mask R-CNN,True,True,1,Distance Max,0%,100%,110%
2731,Mask R-CNN,True,True,1,Distance Max,0%,110%,90%
2732,Mask R-CNN,True,True,1,Distance Max,0%,110%,100%
2733,Mask R-CNN,True,True,1,Distance Max,0%,110%,110%
2734,Mask R-CNN,True,True,1,Distance Max,5%,90%,90%
2735,Mask R-CNN,True,True,1,Distance Max,5%,90%,100%
2736,Mask R-CNN,True,True,1,Distance Max,5%,90%,110%
2737,Mask R-CNN,True,True,1,Distance Max,5%,100%,90%
2738,Mask R-CNN,True,True,1,Distance Max,5%,100%,100%
2739,Mask R-CNN,True,True,1,Distance Max,5%,100%,110%
2740,Mask R-CNN,True,True,1,Distance Max,5%,110%,90%
2741,Mask R-CNN,True,True,1,Distance Max,5%,110%,100%
2742,Mask R-CNN,True,True,1,Distance Max,5%,110%,110%
2743,Mask R-CNN,True,True,1,Distance Max,10%,90%,90%
2744,Mask R-CNN,True,True,1,Distance Max,10%,90%,100%
2745,Mask R-CNN,True,True,1,Distance Max,10%,90%,110%
2746,Mask R-CNN,True,True,1,Distance Max,10%,100%,90%
2747,Mask R-CNN,True,True,1,Distance Max,10%,100%,100%
2748,Mask R-CNN,True,True,1,Distance Max,10%,100%,110%
2749,Mask R-CNN,True,True,1,Distance Max,10%,110%,90%
2750,Mask R-CNN,True,True,1,Distance Max,10%,110%,100%
2751,Mask R-CNN,True,True,1,Distance Max,10%,110%,110%
2752,Mask R-CNN,True,True,1,Distance Max,15%,90%,90%
2753,Mask R-CNN,True,True,1,Distance Max,15%,90%,100%
2754,Mask R-CNN,True,True,1,Distance Max,15%,90%,110%
2755,Mask R-CNN,True,True,1,Distance Max,15%,100%,90%
2756,Mask R-CNN,True,True,1,Distance Max,15%,100%,100%
2757,Mask R-CNN,True,True,1,Distance Max,15%,100%,110%
2758,Mask R-CNN,True,True,1,Distance Max,15%,110%,90%
2759,Mask R-CNN,True,True,1,Distance Max,15%,110%,100%
2760,Mask R-CNN,True,True,1,Distance Max,15%,110%,110%
2761,Mask R-CNN,True,True,1,Voronoi,0%,90%,90%
2762,Mask R-CNN,True,True,1,Voronoi,0%,90%,100%
2763,Mask R-CNN,True,True,1,Voronoi,0%,90%,110%
2764,Mask R-CNN,True,True,1,Voronoi,0%,100%,90%
2765,Mask R-CNN,True,True,1,Voronoi,0%,100%,100%
2766,Mask R-CNN,True,True,1,Voronoi,0%,100%,110%
2767,Mask R-CNN,True,True,1,Voronoi,0%,110%,90%
2768,Mask R-CNN,True,True,1,Voronoi,0%,110%,100%
2769,Mask R-CNN,True,True,1,Voronoi,0%,110%,110%
2770,Mask R-CNN,True,True,1,Voronoi,5%,90%,90%
2771,Mask R-CNN,True,True,1,Voronoi,5%,90%,100%
2772,Mask R-CNN,True,True,1,Voronoi,5%,90%,110%
2773,Mask R-CNN,True,True,1,Voronoi,5%,100%,90%
2774,Mask R-CNN,True,True,1,Voronoi,5%,100%,100%
2775,Mask R-CNN,True,True,1,Voronoi,5%,100%,110%
2776,Mask R-CNN,True,True,1,Voronoi,5%,110%,90%
2777,Mask R-CNN,True,True,1,Voronoi,5%,110%,100%
2778,Mask R-CNN,True,True,1,Voronoi,5%,110%,110%
2779,Mask R-CNN,True,True,1,Voronoi,10%,90%,90%
2780,Mask R-CNN,True,True,1,Voronoi,10%,90%,100%
2781,Mask R-CNN,True,True,1,Voronoi,10%,90%,110%
2782,Mask R-CNN,True,True,1,Voronoi,10%,100%,90%
2783,Mask R-CNN,True,True,1,Voronoi,10%,100%,100%
2784,Mask R-CNN,True,True,1,Voronoi,10%,100%,110%
2785,Mask R-CNN,True,True,1,Voronoi,10%,110%,90%
2786,Mask R-CNN,True,True,1,Voronoi,10%,110%,100%
2787,Mask R-CNN,True,True,1,Voronoi,10%,110%,110%
2788,Mask R-CNN,True,True,1,Voronoi,15%,90%,90%
2789,Mask R-CNN,True,True,1,Voronoi,15%,90%,100%
2790,Mask R-CNN,True,True,1,Voronoi,15%,90%,110%
2791,Mask R-CNN,True,True,1,Voronoi,15%,100%,90%
2792,Mask R-CNN,True,True,1,Voronoi,15%,100%,100%
2793,Mask R-CNN,True,True,1,Voronoi,15%,100%,110%
2794,Mask R-CNN,True,True,1,Voronoi,15%,110%,90%
2795,Mask R-CNN,True,True,1,Voronoi,15%,110%,100%
2796,Mask R-CNN,True,True,1,Voronoi,15%,110%,110%
2797,Mask R-CNN,True,True,2,Random,0%,90%,90%
2798,Mask R-CNN,True,True,2,Random,0%,90%,100%
2799,Mask R-CNN,True,True,2,Random,0%,90%,110%
2800,Mask R-CNN,True,True,2,Random,0%,100%,90%
2801,Mask R-CNN,True,True,2,Random,0%,100%,100%
2802,Mask R-CNN,True,True,2,Random,0%,100%,110%
2803,Mask R-CNN,True,True,2,Random,0%,110%,90%
2804,Mask R-CNN,True,True,2,Random,0%,110%,100%
2805,Mask R-CNN,True,True,2,Random,0%,110%,110%
2806,Mask R-CNN,True,True,2,Random,5%,90%,90%
2807,Mask R-CNN,True,True,2,Random,5%,90%,100%
2808,Mask R-CNN,True,True,2,Random,5%,90%,110%
2809,Mask R-CNN,True,True,2,Random,5%,100%,90%
2810,Mask R-CNN,True,True,2,Random,5%,100%,100%
2811,Mask R-CNN,True,True,2,Random,5%,100%,110%
2812,Mask R-CNN,True,True,2,Random,5%,110%,90%
2813,Mask R-CNN,True,True,2,Random,5%,110%,100%
2814,Mask R-CNN,True,True,2,Random,5%,110%,110%
2815,Mask R-CNN,True,True,2,Random,10%,90%,90%
2816,Mask R-CNN,True,True,2,Random,10%,90%,100%
2817,Mask R-CNN,True,True,2,Random,10%,90%,110%
2818,Mask R-CNN,True,True,2,Random,10%,100%,90%
2819,Mask R-CNN,True,True,2,Random,10%,100%,100%
2820,Mask R-CNN,True,True,2,Random,10%,100%,110%
2821,Mask R-CNN,True,True,2,Random,10%,110%,90%
2822,Mask R-CNN,True,True,2,Random,10%,110%,100%
2823,Mask R-CNN,True,True,2,Random,10%,110%,110%
2824,Mask R-CNN,True,True,2,Random,15%,90%,90%
2825,Mask R-CNN,True,True,2,Random,15%,90%,100%
2826,Mask R-CNN,True,True,2,Random,15%,90%,110%
2827,Mask R-CNN,True,True,2,Random,15%,100%,90%
2828,Mask R-CNN,True,True,2,Random,15%,100%,100%
2829,Mask R-CNN,True,True,2,Random,15%,100%,110%
2830,Mask R-CNN,True,True,2,Random,15%,110%,90%
2831,Mask R-CNN,True,True,2,Random,15%,110%,100%
2832,Mask R-CNN,True,True,2,Random,15%,110%,110%
2833,Mask R-CNN,True,True,2,Distance Max,0%,90%,90%
2834,Mask R-CNN,True,True,2,Distance Max,0%,90%,100%
2835,Mask R-CNN,True,True,2,Distance Max,0%,90%,110%
2836,Mask R-CNN,True,True,2,Distance Max,0%,100%,90%
2837,Mask R-CNN,True,True,2,Distance Max,0%,100%,100%
2838,Mask R-CNN,True,True,2,Distance Max,0%,100%,110%
2839,Mask R-CNN,True,True,2,Distance Max,0%,110%,90%
2840,Mask R-CNN,True,True,2,Distance Max,0%,110%,100%
2841,Mask R-CNN,True,True,2,Distance Max,0%,110%,110%
2842,Mask R-CNN,True,True,2,Distance Max,5%,90%,90%
2843,Mask R-CNN,True,True,2,Distance Max,5%,90%,100%
2844,Mask R-CNN,True,True,2,Distance Max,5%,90%,110%
2845,Mask R-CNN,True,True,2,Distance Max,5%,100%,90%
2846,Mask R-CNN,True,True,2,Distance Max,5%,100%,100%
2847,Mask R-CNN,True,True,2,Distance Max,5%,100%,110%
2848,Mask R-CNN,True,True,2,Distance Max,5%,110%,90%
2849,Mask R-CNN,True,True,2,Distance Max,5%,110%,100%
2850,Mask R-CNN,True,True,2,Distance Max,5%,110%,110%
2851,Mask R-CNN,True,True,2,Distance Max,10%,90%,90%
2852,Mask R-CNN,True,True,2,Distance Max,10%,90%,100%
2853,Mask R-CNN,True,True,2,Distance Max,10%,90%,110%
2854,Mask R-CNN,True,True,2,Distance Max,10%,100%,90%
2855,Mask R-CNN,True,True,2,Distance Max,10%,100%,100%
2856,Mask R-CNN,True,True,2,Distance Max,10%,100%,110%
2857,Mask R-CNN,True,True,2,Distance Max,10%,110%,90%
2858,Mask R-CNN,True,True,2,Distance Max,10%,110%,100%
2859,Mask R-CNN,True,True,2,Distance Max,10%,110%,110%
2860,Mask R-CNN,True,True,2,Distance Max,15%,90%,90%
2861,Mask R-CNN,True,True,2,Distance Max,15%,90%,100%
2862,Mask R-CNN,True,True,2,Distance Max,15%,90%,110%
2863,Mask R-CNN,True,True,2,Distance Max,15%,100%,90%
2864,Mask R-CNN,True,True,2,Distance Max,15%,100%,100%
2865,Mask R-CNN,True,True,2,Distance Max,15%,100%,110%
2866,Mask R-CNN,True,True,2,Distance Max,15%,110%,90%
2867,Mask R-CNN,True,True,2,Distance Max,15%,110%,100%
2868,Mask R-CNN,True,True,2,Distance Max,15%,110%,110%
2869,Mask R-CNN,True,True,2,Voronoi,0%,90%,90%
2870,Mask R-CNN,True,True,2,Voronoi,0%,90%,100%
2871,Mask R-CNN,True,True,2,Voronoi,0%,90%,110%
2872,Mask R-CNN,True,True,2,Voronoi,0%,100%,90%
2873,Mask R-CNN,True,True,2,Voronoi,0%,100%,100%
2874,Mask R-CNN,True,True,2,Voronoi,0%,100%,110%
2875,Mask R-CNN,True,True,2,Voronoi,0%,110%,90%
2876,Mask R-CNN,True,True,2,Voronoi,0%,110%,100%
2877,Mask R-CNN,True,True,2,Voronoi,0%,110%,110%
2878,Mask R-CNN,True,True,2,Voronoi,5%,90%,90%
2879,Mask R-CNN,True,True,2,Voronoi,5%,90%,100%
2880,Mask R-CNN,True,True,2,Voronoi,5%,90%,110%
2881,Mask R-CNN,True,True,2,Voronoi,5%,100%,90%
2882,Mask R-CNN,True,True,2,Voronoi,5%,100%,100%
2883,Mask R-CNN,True,True,2,Voronoi,5%,100%,110%
2884,Mask R-CNN,True,True,2,Voronoi,5%,110%,90%
2885,Mask R-CNN,True,True,2,Voronoi,5%,110%,100%
2886,Mask R-CNN,True,True,2,Voronoi,5%,110%,110%
2887,Mask R-CNN,True,True,2,Voronoi,10%,90%,90%
2888,Mask R-CNN,True,True,2,Voronoi,10%,90%,100%
2889,Mask R-CNN,True,True,2,Voronoi,10%,90%,110%
2890,Mask R-CNN,True,True,2,Voronoi,10%,100%,90%
2891,Mask R-CNN,True,True,2,Voronoi,10%,100%,100%
2892,Mask R-CNN,True,True,2,Voronoi,10%,100%,110%
2893,Mask R-CNN,True,True,2,Voronoi,10%,110%,90%
2894,Mask R-CNN,True,True,2,Voronoi,10%,110%,100%
2895,Mask R-CNN,True,True,2,Voronoi,10%,110%,110%
2896,Mask R-CNN,True,True,2,Voronoi,15%,90%,90%
2897,Mask R-CNN,True,True,2,Voronoi,15%,90%,100%
2898,Mask R-CNN,True,True,2,Voronoi,15%,90%,110%
2899,Mask R-CNN,True,True,2,Voronoi,15%,100%,90%
2900,Mask R-CNN,True,True,2,Voronoi,15%,100%,100%
2901,Mask R-CNN,True,True,2,Voronoi,15%,100%,110%
2902,Mask R-CNN,True,True,2,Voronoi,15%,110%,90%
2903,Mask R-CNN,True,True,2,Voronoi,15%,110%,100%
2904,Mask R-CNN,True,True,2,Voronoi,15%,110%,110%
2905,Mask R-CNN,True,True,3,Random,0%,90%,90%
2906,Mask R-CNN,True,True,3,Random,0%,90%,100%
2907,Mask R-CNN,True,True,3,Random,0%,90%,110%
2908,Mask R-CNN,True,True,3,Random,0%,100%,90%
2909,Mask R-CNN,True,True,3,Random,0%,100%,100%
2910,Mask R-CNN,True,True,3,Random,0%,100%,110%
2911,Mask R-CNN,True,True,3,Random,0%,110%,90%
2912,Mask R-CNN,True,True,3,Random,0%,110%,100%
2913,Mask R-CNN,True,True,3,Random,0%,110%,110%
2914,Mask R-CNN,True,True,3,Random,5%,90%,90%
2915,Mask R-CNN,True,True,3,Random,5%,90%,100%
2916,Mask R-CNN,True,True,3,Random,5%,90%,110%
2917,Mask R-CNN,True,True,3,Random,5%,100%,90%
2918,Mask R-CNN,True,True,3,Random,5%,100%,100%
2919,Mask R-CNN,True,True,3,Random,5%,100%,110%
2920,Mask R-CNN,True,True,3,Random,5%,110%,90%
2921,Mask R-CNN,True,True,3,Random,5%,110%,100%
2922,Mask R-CNN,True,True,3,Random,5%,110%,110%
2923,Mask R-CNN,True,True,3,Random,10%,90%,90%
2924,Mask R-CNN,True,True,3,Random,10%,90%,100%
2925,Mask R-CNN,True,True,3,Random,10%,90%,110%
2926,Mask R-CNN,True,True,3,Random,10%,100%,90%
2927,Mask R-CNN,True,True,3,Random,10%,100%,100%
2928,Mask R-CNN,True,True,3,Random,10%,100%,110%
2929,Mask R-CNN,True,True,3,Random,10%,110%,90%
2930,Mask R-CNN,True,True,3,Random,10%,110%,100%
2931,Mask R-CNN,True,True,3,Random,10%,110%,110%
2932,Mask R-CNN,True,True,3,Random,15%,90%,90%
2933,Mask R-CNN,True,True,3,Random,15%,90%,100%
2934,Mask R-CNN,True,True,3,Random,15%,90%,110%
2935,Mask R-CNN,True,True,3,Random,15%,100%,90%
2936,Mask R-CNN,True,True,3,Random,15%,100%,100%
2937,Mask R-CNN,True,True,3,Random,15%,100%,110%
2938,Mask R-CNN,True,True,3,Random,15%,110%,90%
2939,Mask R-CNN,True,True,3,Random,15%,110%,100%
2940,Mask R-CNN,True,True,3,Random,15%,110%,110%
2941,Mask R-CNN,True,True,3,Distance Max,0%,90%,90%
2942,Mask R-CNN,True,True,3,Distance Max,0%,90%,100%
2943,Mask R-CNN,True,True,3,Distance Max,0%,90%,110%
2944,Mask R-CNN,True,True,3,Distance Max,0%,100%,90%
2945,Mask R-CNN,True,True,3,Distance Max,0%,100%,100%
2946,Mask R-CNN,True,True,3,Distance Max,0%,100%,110%
2947,Mask R-CNN,True,True,3,Distance Max,0%,110%,90%
2948,Mask R-CNN,True,True,3,Distance Max,0%,110%,100%
2949,Mask R-CNN,True,True,3,Distance Max,0%,110%,110%
2950,Mask R-CNN,True,True,3,Distance Max,5%,90%,90%
2951,Mask R-CNN,True,True,3,Distance Max,5%,90%,100%
2952,Mask R-CNN,True,True,3,Distance Max,5%,90%,110%
2953,Mask R-CNN,True,True,3,Distance Max,5%,100%,90%
2954,Mask R-CNN,True,True,3,Distance Max,5%,100%,100%
2955,Mask R-CNN,True,True,3,Distance Max,5%,100%,110%
2956,Mask R-CNN,True,True,3,Distance Max,5%,110%,90%
2957,Mask R-CNN,True,True,3,Distance Max,5%,110%,100%
2958,Mask R-CNN,True,True,3,Distance Max,5%,110%,110%
2959,Mask R-CNN,True,True,3,Distance Max,10%,90%,90%
2960,Mask R-CNN,True,True,3,Distance Max,10%,90%,100%
2961,Mask R-CNN,True,True,3,Distance Max,10%,90%,110%
2962,Mask R-CNN,True,True,3,Distance Max,10%,100%,90%
2963,Mask R-CNN,True,True,3,Distance Max,10%,100%,100%
2964,Mask R-CNN,True,True,3,Distance Max,10%,100%,110%
2965,Mask R-CNN,True,True,3,Distance Max,10%,110%,90%
2966,Mask R-CNN,True,True,3,Distance Max,10%,110%,100%
2967,Mask R-CNN,True,True,3,Distance Max,10%,110%,110%
2968,Mask R-CNN,True,True,3,Distance Max,15%,90%,90%
2969,Mask R-CNN,True,True,3,Distance Max,15%,90%,100%
2970,Mask R-CNN,True,True,3,Distance Max,15%,90%,110%
2971,Mask R-CNN,True,True,3,Distance Max,15%,100%,90%
2972,Mask R-CNN,True,True,3,Distance Max,15%,100%,100%
2973,Mask R-CNN,True,True,3,Distance Max,15%,100%,110%
2974,Mask R-CNN,True,True,3,Distance Max,15%,110%,90%
2975,Mask R-CNN,True,True,3,Distance Max,15%,110%,100%
2976,Mask R-CNN,True,True,3,Distance Max,15%,110%,110%
2977,Mask R-CNN,True,True,3,Voronoi,0%,90%,90%
2978,Mask R-CNN,True,True,3,Voronoi,0%,90%,100%
2979,Mask R-CNN,True,True,3,Voronoi,0%,90%,110%
2980,Mask R-CNN,True,True,3,Voronoi,0%,100%,90%
2981,Mask R-CNN,True,True,3,Voronoi,0%,100%,100%
2982,Mask R-CNN,True,True,3,Voronoi,0%,100%,110%
2983,Mask R-CNN,True,True,3,Voronoi,0%,110%,90%
2984,Mask R-CNN,True,True,3,Voronoi,0%,110%,100%
2985,Mask R-CNN,True,True,3,Voronoi,0%,110%,110%
2986,Mask R-CNN,True,True,3,Voronoi,5%,90%,90%
2987,Mask R-CNN,True,True,3,Voronoi,5%,90%,100%
2988,Mask R-CNN,True,True,3,Voronoi,5%,90%,110%
